2000,4287131450.96
2001,14645606264.473684
2002,7031072365.413043
2003,7778769045.0
2004,3824339067.0272107
2005,5178658101.210526
2006,2631533312.922414
2007,2081531425.516854
2008,3725599787.3592815
2009,3284797616.617647
2010,3661589354.808542
2011,3544898305.733871
2012,3782770917.037844
2013,2625177288.1988206
2014,3089312476.3481846
2015,2171568146.6207457
2016,3475585362.1859446
2017,5873392146.88219
2018,10726954598.790123
