2000,247675.0
2001,6688042.0
2002,406455.0
2003,16869473.0
2004,2068516079.0
2005,19908658482448.0
2006,9028158655.0
2007,43754331.0
2008,137681023477.0
2009,43204930.0
2010,20367107741456.0
2011,20507644324400.0
2012,209238337564.0
2013,38593168687.0
2014,20321910582231.0
2015,908559364.0
2016,2010716027996865.0
2017,217089816511.0
2018,17412479.0
